id,Energy_kcal,Water_g,Protein_g,Fat_g,CHO_g,Fiber_g,VA_ug,VB1_mg,VB2_mg,VC_mg,Ca_mg,Fe_mg,Zn_mg,Ile_mg,Leu_mg,Lys_mg,SAA_mg,AAA_mg,Thr_mg,Trp_mg,Val_mg,price,AAS,Meal_Ratio,Ratio_error
brk,582.96,675.962,26.61,16.593999999999998,81.69399999999999,6.660000000000001,581.2,0.369,0.711,109.2,218.18,11.764,2.8594,1417.58,2065.84,1611.46,998.2199999999999,2434.16,1192.36,428.18,1484.3400000000001,11.0,107.18,28.09,-6.37
lun,848.225,696.3775,25.0875,48.56250000000001,77.92000000000002,4.795,393.45,0.35025,0.3245,122.30000000000001,121.67500000000001,7.090000000000001,7.68625,1175.0499999999997,2099.15,1833.25,1041.75,2334.3999999999996,1147.4499999999998,306.05,1376.3,23.0,109.72,40.88,16.8
din,643.96,287.652,20.4,4.944000000000001,129.854,5.65,503.0,0.54,0.26999999999999996,82.0,122.68,8.994,6.7334000000000005,872.98,1803.44,709.46,963.42,2016.56,780.76,217.18,1043.94,7.0,63.23,31.03,-11.34
total,2075.145,1659.9915,72.0975,70.10050000000001,289.468,17.105000000000004,1477.65,1.25925,1.3054999999999999,313.5,462.535,27.848,17.27905,3465.6099999999997,5968.43,4154.17,3003.39,6785.119999999999,3120.5699999999997,951.4100000000001,3904.5800000000004,41.0,280.13,0.0,0.0
error_%,9.22,0.0,12.0,20.0,1.82,0.0,111.09,4.94,8.79,213.5,-42.18,39.24,130.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,
AAS,95.63,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Types,5,GOOD,,,,,,,,,,,,,,,,,,,,,,,
1,True,,,,,,,,,,,,,,,,,,,,,,,,
2,True,,,,,,,,,,,,,,,,,,,,,,,,
3,True,,,,,,,,,,,,,,,,,,,,,,,,
4,True,,,,,,,,,,,,,,,,,,,,,,,,
5,True,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Compos,24,GOOD,,,,,,,,,,,,,,,,,,,,,,,
012001x,0.30000000000000004,,,,,,,,,,,,,,,,,,,,,,,,
011201x,1.5,,,,,,,,,,,,,,,,,,,,,,,,
192004,0.25,,,,,,,,,,,,,,,,,,,,,,,,
111101x,1.6,,,,,,,,,,,,,,,,,,,,,,,,
21205,3.0,,,,,,,,,,,,,,,,,,,,,,,,
43213,0.6000000000000001,,,,,,,,,,,,,,,,,,,,,,,,
91112,0.5,,,,,,,,,,,,,,,,,,,,,,,,
081111x,0.3,,,,,,,,,,,,,,,,,,,,,,,,
41201,0.1,,,,,,,,,,,,,,,,,,,,,,,,
21101,0.4,,,,,,,,,,,,,,,,,,,,,,,,
45301,1.0,,,,,,,,,,,,,,,,,,,,,,,,
192017,0.04,,,,,,,,,,,,,,,,,,,,,,,,
51014,1.0,,,,,,,,,,,,,,,,,,,,,,,,
72004,0.1,,,,,,,,,,,,,,,,,,,,,,,,
64101,2.0,,,,,,,,,,,,,,,,,,,,,,,,
063101x,5.0,,,,,,,,,,,,,,,,,,,,,,,,
43119,0.5,,,,,,,,,,,,,,,,,,,,,,,,
21204,0.175,,,,,,,,,,,,,,,,,,,,,,,,
43123,0.05,,,,,,,,,,,,,,,,,,,,,,,,
42206,0.5,,,,,,,,,,,,,,,,,,,,,,,,
43208,0.1,,,,,,,,,,,,,,,,,,,,,,,,
043101x,0.4,,,,,,,,,,,,,,,,,,,,,,,,
45119,0.8,,,,,,,,,,,,,,,,,,,,,,,,
66104,1.0,,,,,,,,,,,,,,,,,,,,,,,,
