id,Energy_kcal,Water_g,Protein_g,Fat_g,CHO_g,Fiber_g,VA_ug,VB1_mg,VB2_mg,VC_mg,Ca_mg,Fe_mg,Zn_mg,Ile_mg,Leu_mg,Lys_mg,SAA_mg,AAA_mg,Thr_mg,Trp_mg,Val_mg,price,AAS,Meal_Ratio,Ratio_error
brk,582.96,675.962,26.61,16.593999999999998,81.69399999999999,6.660000000000001,581.2,0.369,0.711,109.2,218.18,11.764,2.8594,1417.58,2065.84,1611.46,998.2199999999999,2434.16,1192.36,428.18,1484.3400000000001,11.0,107.18,28.23,-5.9
lun,724.375,602.4125,22.9175,43.29750000000001,61.06,3.6950000000000003,355.8,0.29175,0.278,104.3,103.025,6.120000000000001,7.18325,1101.85,1980.9,1747.6499999999996,973.85,2179.5,1088.1999999999998,281.0,1280.65,20.5,111.76,35.07,0.2
din,757.9200000000001,659.3539999999999,23.7,7.438000000000001,149.758,9.150000000000002,731.0,0.61,0.41,101.0,180.86,15.438,7.566800000000001,990.96,1858.88,764.9200000000001,1064.84,2147.12,856.52,296.36,1300.88,12.0,58.68,36.7,4.86
total,2065.255,1937.7284999999997,73.2275,67.32950000000001,292.512,19.505000000000003,1668.0,1.27075,1.399,314.5,502.06500000000005,33.322,17.609450000000002,3510.39,5905.620000000001,4124.03,3036.91,6760.78,3137.0799999999995,1005.5400000000001,4065.8700000000003,43.5,277.62,0.0,0.0
error_%,8.7,0.0,12.0,16.0,3.64,0.0,138.29,5.9,16.58,214.5,-37.24,66.61,134.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,
AAS,92.92,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Types,5,GOOD,,,,,,,,,,,,,,,,,,,,,,,
1,True,,,,,,,,,,,,,,,,,,,,,,,,
2,True,,,,,,,,,,,,,,,,,,,,,,,,
3,True,,,,,,,,,,,,,,,,,,,,,,,,
4,True,,,,,,,,,,,,,,,,,,,,,,,,
5,True,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Compos,22,GOOD,,,,,,,,,,,,,,,,,,,,,,,
012001x,0.2,,,,,,,,,,,,,,,,,,,,,,,,
011201x,1.5,,,,,,,,,,,,,,,,,,,,,,,,
192004,0.2,,,,,,,,,,,,,,,,,,,,,,,,
111101x,1.6,,,,,,,,,,,,,,,,,,,,,,,,
21205,3.0,,,,,,,,,,,,,,,,,,,,,,,,
43213,0.4,,,,,,,,,,,,,,,,,,,,,,,,
91112,0.5,,,,,,,,,,,,,,,,,,,,,,,,
081111x,0.3,,,,,,,,,,,,,,,,,,,,,,,,
41201,0.1,,,,,,,,,,,,,,,,,,,,,,,,
45301,1.0,,,,,,,,,,,,,,,,,,,,,,,,
192017,0.06,,,,,,,,,,,,,,,,,,,,,,,,
51014,2.0,,,,,,,,,,,,,,,,,,,,,,,,
72004,0.1,,,,,,,,,,,,,,,,,,,,,,,,
64101,2.0,,,,,,,,,,,,,,,,,,,,,,,,
063101x,5.0,,,,,,,,,,,,,,,,,,,,,,,,
43119,0.5,,,,,,,,,,,,,,,,,,,,,,,,
21204,0.175,,,,,,,,,,,,,,,,,,,,,,,,
42206,0.5,,,,,,,,,,,,,,,,,,,,,,,,
43208,0.1,,,,,,,,,,,,,,,,,,,,,,,,
45119,0.8,,,,,,,,,,,,,,,,,,,,,,,,
066201x,3.0,,,,,,,,,,,,,,,,,,,,,,,,
66104,1.0,,,,,,,,,,,,,,,,,,,,,,,,
