id,Energy_kcal,Water_g,Protein_g,Fat_g,CHO_g,Fiber_g,VA_ug,VB1_mg,VB2_mg,VC_mg,Ca_mg,Fe_mg,Zn_mg,Ile_mg,Leu_mg,Lys_mg,SAA_mg,AAA_mg,Thr_mg,Trp_mg,Val_mg,price,AAS,Meal_Ratio,Ratio_error
brk,518.36,192.50199999999998,19.940000000000005,20.894,62.034,2.61,428.7,0.3440000000000001,0.49200000000000005,19.2,104.78,7.113999999999999,7.4764,1035.3799999999999,1835.5400000000002,1353.26,790.82,1968.4599999999998,969.16,233.58,1127.5400000000002,9.0,113.09,29.47,-1.77
lun,662.485,434.7565,18.990000000000002,15.0335,112.36000000000001,5.63,181.9,0.19,0.33399999999999996,33.7,236.445,9.870000000000001,2.6883500000000002,1004.4200000000001,1524.68,1131.345,522.865,1713.7699999999998,829.9699999999999,202.78499999999997,997.9549999999999,10.0,78.67,37.66,7.6
din,578.0699999999999,583.4580000000001,17.825,20.067000000000004,81.21000000000001,6.555,177.90000000000003,0.4105,0.281,81.25,307.29,10.855,3.3402000000000003,769.4900000000001,1373.6100000000001,1032.74,625.6800000000001,1743.1399999999999,754.1899999999999,293.57000000000005,920.81,11.5,100.29,32.87,-6.09
total,1758.915,1210.7165,56.75500000000001,55.9945,255.604,14.795,788.5,0.9445,1.1070000000000002,134.15,648.5150000000001,27.839000000000002,13.504950000000001,2809.29,4733.83,3517.3450000000003,1939.365,5425.369999999999,2553.3199999999997,729.9350000000001,3046.305,30.5,292.05,0.0,0.0
error_%,-7.43,0.0,4.0,16.0,5.45,0.0,12.64,-21.29,-7.75,34.15,-18.94,39.2,80.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,
AAS,97.55,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Types,5,GOOD,,,,,,,,,,,,,,,,,,,,,,,
1,True,,,,,,,,,,,,,,,,,,,,,,,,
2,True,,,,,,,,,,,,,,,,,,,,,,,,
3,True,,,,,,,,,,,,,,,,,,,,,,,,
4,True,,,,,,,,,,,,,,,,,,,,,,,,
5,True,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Compos,21,GOOD,,,,,,,,,,,,,,,,,,,,,,,
012001x,0.6000000000000001,,,,,,,,,,,,,,,,,,,,,,,,
15101,0.15,,,,,,,,,,,,,,,,,,,,,,,,
011201x,0.5,,,,,,,,,,,,,,,,,,,,,,,,
192004,0.29500000000000004,,,,,,,,,,,,,,,,,,,,,,,,
111101x,0.4,,,,,,,,,,,,,,,,,,,,,,,,
43213,1.2000000000000002,,,,,,,,,,,,,,,,,,,,,,,,
081111x,0.15,,,,,,,,,,,,,,,,,,,,,,,,
41201,0.15000000000000002,,,,,,,,,,,,,,,,,,,,,,,,
81409,0.4,,,,,,,,,,,,,,,,,,,,,,,,
21101,1.2000000000000002,,,,,,,,,,,,,,,,,,,,,,,,
45331,1.0,,,,,,,,,,,,,,,,,,,,,,,,
45301,0.5,,,,,,,,,,,,,,,,,,,,,,,,
192017,0.02,,,,,,,,,,,,,,,,,,,,,,,,
52004,0.5,,,,,,,,,,,,,,,,,,,,,,,,
031301x,1.5,,,,,,,,,,,,,,,,,,,,,,,,
31509,0.5,,,,,,,,,,,,,,,,,,,,,,,,
061101x,3.0,,,,,,,,,,,,,,,,,,,,,,,,
21204,0.15000000000000002,,,,,,,,,,,,,,,,,,,,,,,,
43123,0.44999999999999996,,,,,,,,,,,,,,,,,,,,,,,,
45119,0.4,,,,,,,,,,,,,,,,,,,,,,,,
65033,3.0,,,,,,,,,,,,,,,,,,,,,,,,
