id,Energy_kcal,Water_g,Protein_g,Fat_g,CHO_g,Fiber_g,VA_ug,VB1_mg,VB2_mg,VC_mg,Ca_mg,Fe_mg,Zn_mg,Ile_mg,Leu_mg,Lys_mg,SAA_mg,AAA_mg,Thr_mg,Trp_mg,Val_mg,price,AAS,Meal_Ratio,Ratio_error
brk,712.55,473.13500000000005,20.15,26.875,97.53999999999999,3.56,168.7,0.34700000000000003,0.45200000000000007,40.3,297.85,6.57,2.9805,1095.1,2067.0,1589.75,869.75,2190.3,1018.6999999999999,312.35,1300.85,9.5,123.33,27.45,-8.5
lun,937.605,608.6975000000001,36.89,18.2585,156.49400000000003,10.66,807.8,0.754,0.472,80.1,441.895,15.654,11.02135,1609.42,3180.9000000000005,1754.9750000000001,1448.9750000000001,3563.3499999999995,1495.65,472.57500000000005,1852.8249999999998,11.5,86.5,36.13,3.23
din,945.275,183.5325,29.4,29.527500000000003,140.55,5.99,363.5,0.6040000000000001,0.41099999999999975,37.3,168.825,9.809999999999999,4.376250000000001,1356.6,2646.5,1167.425,1376.625,2896.25,1144.95,328.12500000000006,1518.675,8.5,72.2,36.42,4.06
total,2595.43,1265.3650000000002,86.44,74.661,394.58400000000006,20.21,1340.0,1.705,1.3349999999999997,157.7,908.5699999999999,32.034,18.378100000000003,4061.12,7894.400000000001,4512.150000000001,3695.3500000000004,8649.9,3659.3,1113.0500000000002,4672.349999999999,29.5,282.03,0.0,0.0
error_%,8.14,0.0,4.0,4.0,10.91,0.0,67.5,21.79,-4.64,57.7,13.57,166.95,47.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,
AAS,90.22,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Types,5,GOOD,,,,,,,,,,,,,,,,,,,,,,,
1,True,,,,,,,,,,,,,,,,,,,,,,,,
2,True,,,,,,,,,,,,,,,,,,,,,,,,
3,True,,,,,,,,,,,,,,,,,,,,,,,,
4,True,,,,,,,,,,,,,,,,,,,,,,,,
5,True,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Compos,17,GOOD,,,,,,,,,,,,,,,,,,,,,,,
101101x,2.0,,,,,,,,,,,,,,,,,,,,,,,,
011201x,3.9,,,,,,,,,,,,,,,,,,,,,,,,
192004,0.43000000000000005,,,,,,,,,,,,,,,,,,,,,,,,
111101x,0.8,,,,,,,,,,,,,,,,,,,,,,,,
21205,3.0,,,,,,,,,,,,,,,,,,,,,,,,
45125,0.5,,,,,,,,,,,,,,,,,,,,,,,,
082101x,0.1,,,,,,,,,,,,,,,,,,,,,,,,
41201,0.1,,,,,,,,,,,,,,,,,,,,,,,,
81409,0.2,,,,,,,,,,,,,,,,,,,,,,,,
44404,0.8,,,,,,,,,,,,,,,,,,,,,,,,
45301,1.5,,,,,,,,,,,,,,,,,,,,,,,,
192017,0.02,,,,,,,,,,,,,,,,,,,,,,,,
031301x,1.5,,,,,,,,,,,,,,,,,,,,,,,,
51014,0.1,,,,,,,,,,,,,,,,,,,,,,,,
061101x,3.0,,,,,,,,,,,,,,,,,,,,,,,,
51019,0.1,,,,,,,,,,,,,,,,,,,,,,,,
45201,0.5,,,,,,,,,,,,,,,,,,,,,,,,
