id,Energy_kcal,Water_g,Protein_g,Fat_g,CHO_g,Fiber_g,VA_ug,VB1_mg,VB2_mg,VC_mg,Ca_mg,Fe_mg,Zn_mg,Ile_mg,Leu_mg,Lys_mg,SAA_mg,AAA_mg,Thr_mg,Trp_mg,Val_mg,price,AAS,Meal_Ratio,Ratio_error
brk,629.26,534.2170000000001,18.37,6.694000000000001,123.824,9.825,64.4,0.36450000000000005,0.29750000000000004,106.0,185.13,11.509,3.0103999999999997,739.48,1191.94,843.96,595.92,1601.56,627.26,247.18,827.94,11.5,83.53,27.96,-6.8
lun,881.4849999999999,203.2615,34.43,42.398500000000006,90.60000000000001,5.94,471.7,0.44200000000000006,0.4369999999999997,28.799999999999997,290.495,10.870000000000001,4.6693500000000006,1778.72,2923.2799999999997,1832.4950000000001,1185.2150000000001,3315.5699999999997,1460.37,434.935,1783.705,9.5,96.77,39.17,11.91
din,739.5,74.26,32.24,19.76,108.29,3.1500000000000004,38.400000000000006,0.46,0.192,0.0,55.0,6.57,11.049000000000001,1466.8,2893.2,1940.3,1559.1,3034.8,1401.8,293.9,1713.7,13.0,91.16,32.86,-6.11
total,2250.245,811.7385000000002,85.03999999999999,68.8525,322.714,18.915,574.5,1.2665000000000002,0.9264999999999997,134.8,530.625,28.949,18.72875,3985.0,7008.419999999999,4616.755,3340.235,7951.929999999999,3489.4300000000003,976.015,4325.345,34.0,271.46000000000004,0.0,0.0
error_%,-6.24,0.0,20.0,12.0,3.64,0.0,-28.19,-9.54,-33.82,34.8,-33.67,141.24,49.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,
AAS,91.78,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Types,5,GOOD,,,,,,,,,,,,,,,,,,,,,,,
1,True,,,,,,,,,,,,,,,,,,,,,,,,
2,True,,,,,,,,,,,,,,,,,,,,,,,,
3,True,,,,,,,,,,,,,,,,,,,,,,,,
4,True,,,,,,,,,,,,,,,,,,,,,,,,
5,True,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Compos,12,BAD,,,,,,,,,,,,,,,,,,,,,,,
31101,0.30000000000000004,,,,,,,,,,,,,,,,,,,,,,,,
012001x,0.75,,,,,,,,,,,,,,,,,,,,,,,,
011201x,2.6,,,,,,,,,,,,,,,,,,,,,,,,
192004,0.41500000000000004,,,,,,,,,,,,,,,,,,,,,,,,
111101x,0.6000000000000001,,,,,,,,,,,,,,,,,,,,,,,,
21205,3.0,,,,,,,,,,,,,,,,,,,,,,,,
91112,0.8,,,,,,,,,,,,,,,,,,,,,,,,
44404,1.2000000000000002,,,,,,,,,,,,,,,,,,,,,,,,
192017,0.02,,,,,,,,,,,,,,,,,,,,,,,,
31509,0.5,,,,,,,,,,,,,,,,,,,,,,,,
51014,1.0,,,,,,,,,,,,,,,,,,,,,,,,
64101,2.0,,,,,,,,,,,,,,,,,,,,,,,,
