id,Energy_kcal,Water_g,Protein_g,Fat_g,CHO_g,Fiber_g,VA_ug,VB1_mg,VB2_mg,VC_mg,Ca_mg,Fe_mg,Zn_mg,Ile_mg,Leu_mg,Lys_mg,SAA_mg,AAA_mg,Thr_mg,Trp_mg,Val_mg,price,AAS,Meal_Ratio,Ratio_error
brk,582.96,675.962,26.61,16.593999999999998,81.69399999999999,6.660000000000001,581.2,0.369,0.711,109.2,218.18,11.764,2.8594,1417.58,2065.84,1611.46,998.2199999999999,2434.16,1192.36,428.18,1484.3400000000001,11.0,107.18,30.64,2.13
lun,678.6,547.6300000000001,21.197499999999998,39.800000000000004,59.16,3.4450000000000003,278.8,0.26775,0.232,94.8,92.9,5.670000000000001,6.981,1022.1499999999999,1861.1000000000004,1650.3249999999998,915.825,2041.55,1017.2499999999999,248.775,1193.475,18.5,112.61,35.67,1.91
din,640.96,288.252,19.299999999999997,4.844,130.454,6.55,19.0,0.51,0.21,51.0,90.68,11.594000000000001,3.3533999999999997,835.98,1621.44,562.46,956.42,1914.56,729.76,200.18,981.94,7.0,52.99,33.69,-3.74
total,1902.52,1511.844,67.10749999999999,61.23800000000001,271.308,16.655,879.0,1.14675,1.153,255.0,401.76000000000005,29.028000000000002,13.1938,3275.7099999999996,5548.380000000001,3824.245,2870.465,6390.27,2939.37,877.135,3659.755,36.5,272.78000000000003,0.0,0.0
error_%,0.13,0.0,12.0,16.0,3.64,0.0,25.57,-4.44,-3.92,155.0,-49.78,45.14,75.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,
AAS,93.31,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Types,5,GOOD,,,,,,,,,,,,,,,,,,,,,,,
1,True,,,,,,,,,,,,,,,,,,,,,,,,
2,True,,,,,,,,,,,,,,,,,,,,,,,,
3,True,,,,,,,,,,,,,,,,,,,,,,,,
4,True,,,,,,,,,,,,,,,,,,,,,,,,
5,True,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Compos,19,GOOD,,,,,,,,,,,,,,,,,,,,,,,
012001x,0.2,,,,,,,,,,,,,,,,,,,,,,,,
011201x,1.5,,,,,,,,,,,,,,,,,,,,,,,,
192004,0.17500000000000002,,,,,,,,,,,,,,,,,,,,,,,,
111101x,1.5,,,,,,,,,,,,,,,,,,,,,,,,
21205,3.0,,,,,,,,,,,,,,,,,,,,,,,,
43213,0.4,,,,,,,,,,,,,,,,,,,,,,,,
91112,0.5,,,,,,,,,,,,,,,,,,,,,,,,
081111x,0.3,,,,,,,,,,,,,,,,,,,,,,,,
41201,0.1,,,,,,,,,,,,,,,,,,,,,,,,
192017,0.04,,,,,,,,,,,,,,,,,,,,,,,,
51014,2.0,,,,,,,,,,,,,,,,,,,,,,,,
72004,0.1,,,,,,,,,,,,,,,,,,,,,,,,
64101,2.0,,,,,,,,,,,,,,,,,,,,,,,,
063101x,5.0,,,,,,,,,,,,,,,,,,,,,,,,
21204,0.175,,,,,,,,,,,,,,,,,,,,,,,,
42206,0.5,,,,,,,,,,,,,,,,,,,,,,,,
43208,0.1,,,,,,,,,,,,,,,,,,,,,,,,
45119,0.8,,,,,,,,,,,,,,,,,,,,,,,,
66104,1.0,,,,,,,,,,,,,,,,,,,,,,,,
