id,Energy_kcal,Water_g,Protein_g,Fat_g,CHO_g,Fiber_g,VA_ug,VB1_mg,VB2_mg,VC_mg,Ca_mg,Fe_mg,Zn_mg,Ile_mg,Leu_mg,Lys_mg,SAA_mg,AAA_mg,Thr_mg,Trp_mg,Val_mg,price,AAS,Meal_Ratio,Ratio_error
brk,582.96,675.962,26.61,16.593999999999998,81.69399999999999,6.660000000000001,581.2,0.369,0.711,109.2,218.18,11.764,2.8594,1417.58,2065.84,1611.46,998.2199999999999,2434.16,1192.36,428.18,1484.3400000000001,11.0,107.18,29.29,-2.37
lun,724.375,602.4125,22.9175,43.29750000000001,61.06,3.6950000000000003,355.8,0.29175,0.278,104.3,103.025,6.120000000000001,7.18325,1101.85,1980.9,1747.6499999999996,973.85,2179.5,1088.1999999999998,281.0,1280.65,20.5,111.76,36.4,4.0
din,682.9200000000001,379.454,21.9,7.138000000000001,133.258,8.250000000000002,506.0,0.55,0.31999999999999995,83.0,156.86,14.538,7.266800000000001,936.96,1804.88,710.9200000000001,992.8399999999999,2108.12,844.52,236.36,1102.88,9.0,59.02,34.31,-1.97
total,1990.255,1657.8284999999998,71.42750000000001,67.02950000000001,276.012,18.605000000000004,1443.0,1.21075,1.309,296.5,478.06500000000005,32.422,17.309450000000002,3456.39,5851.620000000001,4070.0299999999997,2964.91,6721.78,3125.0799999999995,945.5400000000001,3867.8700000000003,40.5,277.96,0.0,0.0
error_%,4.75,0.0,12.0,20.0,0.0,0.0,106.14,0.9,9.08,196.5,-40.24,62.11,130.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,
AAS,93.88,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Types,5,GOOD,,,,,,,,,,,,,,,,,,,,,,,
1,True,,,,,,,,,,,,,,,,,,,,,,,,
2,True,,,,,,,,,,,,,,,,,,,,,,,,
3,True,,,,,,,,,,,,,,,,,,,,,,,,
4,True,,,,,,,,,,,,,,,,,,,,,,,,
5,True,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Compos,21,GOOD,,,,,,,,,,,,,,,,,,,,,,,
012001x,0.2,,,,,,,,,,,,,,,,,,,,,,,,
011201x,1.5,,,,,,,,,,,,,,,,,,,,,,,,
192004,0.2,,,,,,,,,,,,,,,,,,,,,,,,
111101x,1.6,,,,,,,,,,,,,,,,,,,,,,,,
21205,3.0,,,,,,,,,,,,,,,,,,,,,,,,
43213,0.4,,,,,,,,,,,,,,,,,,,,,,,,
91112,0.5,,,,,,,,,,,,,,,,,,,,,,,,
081111x,0.3,,,,,,,,,,,,,,,,,,,,,,,,
41201,0.1,,,,,,,,,,,,,,,,,,,,,,,,
45301,1.0,,,,,,,,,,,,,,,,,,,,,,,,
192017,0.06,,,,,,,,,,,,,,,,,,,,,,,,
51014,2.0,,,,,,,,,,,,,,,,,,,,,,,,
72004,0.1,,,,,,,,,,,,,,,,,,,,,,,,
64101,2.0,,,,,,,,,,,,,,,,,,,,,,,,
063101x,5.0,,,,,,,,,,,,,,,,,,,,,,,,
43119,0.5,,,,,,,,,,,,,,,,,,,,,,,,
21204,0.175,,,,,,,,,,,,,,,,,,,,,,,,
42206,0.5,,,,,,,,,,,,,,,,,,,,,,,,
43208,0.1,,,,,,,,,,,,,,,,,,,,,,,,
45119,0.8,,,,,,,,,,,,,,,,,,,,,,,,
66104,1.0,,,,,,,,,,,,,,,,,,,,,,,,
