id,Energy_kcal,Water_g,Protein_g,Fat_g,CHO_g,Fiber_g,VA_ug,VB1_mg,VB2_mg,VC_mg,Ca_mg,Fe_mg,Zn_mg,Ile_mg,Leu_mg,Lys_mg,SAA_mg,AAA_mg,Thr_mg,Trp_mg,Val_mg,price,AAS,Meal_Ratio,Ratio_error
brk,635.4,817.565,28.41,19.734999999999996,84.1,7.410000000000001,581.2,0.399,0.9359999999999999,109.2,287.45,13.18,10.259500000000001,1515.05,2186.5,1709.65,1072.35,2552.0,1253.5,438.95,1571.2500000000002,14.0,107.84,30.62,2.07
lun,681.625,548.5375000000001,19.73,39.99250000000001,60.49000000000001,5.3,338.3,0.331,0.243,37.3,86.575,5.83,6.85375,937.1999999999998,1727.3000000000002,1593.875,828.9749999999999,1841.9499999999998,940.8499999999999,232.375,1096.725,19.0,111.17,32.85,-6.14
din,757.9200000000001,659.3539999999999,23.7,7.438000000000001,149.758,9.150000000000002,731.0,0.61,0.41,101.0,180.86,15.438,7.566800000000001,990.96,1858.88,764.9200000000001,1064.84,2147.12,856.52,296.36,1300.88,12.0,58.68,36.53,4.37
total,2074.945,2025.4565000000002,71.84,67.16550000000001,294.348,21.860000000000003,1650.5,1.3399999999999999,1.5889999999999997,247.5,554.885,34.448,24.68005,3443.21,5772.68,4068.445,2966.165,6541.07,3050.87,967.6850000000001,3968.8550000000005,45.0,277.69,0.0,0.0
error_%,9.21,0.0,12.0,16.0,3.64,0.0,135.79,11.67,32.42,147.5,-30.64,72.24,229.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,
AAS,92.54,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Types,5,GOOD,,,,,,,,,,,,,,,,,,,,,,,
1,True,,,,,,,,,,,,,,,,,,,,,,,,
2,True,,,,,,,,,,,,,,,,,,,,,,,,
3,True,,,,,,,,,,,,,,,,,,,,,,,,
4,True,,,,,,,,,,,,,,,,,,,,,,,,
5,True,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Compos,23,GOOD,,,,,,,,,,,,,,,,,,,,,,,
012001x,0.2,,,,,,,,,,,,,,,,,,,,,,,,
011201x,1.5,,,,,,,,,,,,,,,,,,,,,,,,
192004,0.17500000000000002,,,,,,,,,,,,,,,,,,,,,,,,
111101x,1.6,,,,,,,,,,,,,,,,,,,,,,,,
21205,3.0,,,,,,,,,,,,,,,,,,,,,,,,
43213,0.4,,,,,,,,,,,,,,,,,,,,,,,,
91112,0.5,,,,,,,,,,,,,,,,,,,,,,,,
081111x,0.3,,,,,,,,,,,,,,,,,,,,,,,,
41201,0.1,,,,,,,,,,,,,,,,,,,,,,,,
45301,1.0,,,,,,,,,,,,,,,,,,,,,,,,
192017,0.09000000000000001,,,,,,,,,,,,,,,,,,,,,,,,
52004,1.5,,,,,,,,,,,,,,,,,,,,,,,,
51014,2.0,,,,,,,,,,,,,,,,,,,,,,,,
72004,0.1,,,,,,,,,,,,,,,,,,,,,,,,
061101x,3.0,,,,,,,,,,,,,,,,,,,,,,,,
64101,2.0,,,,,,,,,,,,,,,,,,,,,,,,
063101x,2.0,,,,,,,,,,,,,,,,,,,,,,,,
43119,0.5,,,,,,,,,,,,,,,,,,,,,,,,
21204,0.1,,,,,,,,,,,,,,,,,,,,,,,,
43208,0.1,,,,,,,,,,,,,,,,,,,,,,,,
45119,0.8,,,,,,,,,,,,,,,,,,,,,,,,
066201x,3.0,,,,,,,,,,,,,,,,,,,,,,,,
66104,1.0,,,,,,,,,,,,,,,,,,,,,,,,
