id,Energy_kcal,Water_g,Protein_g,Fat_g,CHO_g,Fiber_g,VA_ug,VB1_mg,VB2_mg,VC_mg,Ca_mg,Fe_mg,Zn_mg,Ile_mg,Leu_mg,Lys_mg,SAA_mg,AAA_mg,Thr_mg,Trp_mg,Val_mg,price,AAS,Meal_Ratio,Ratio_error
brk,764.7,767.985,19.83,17.459999999999997,131.94,2.7150000000000003,108.0,0.25949999999999995,0.5924999999999999,39.0,674.85,5.835,2.985,1018.5,2029.5,1615.5,859.5,2064.0,862.5,348.0,1239.0,9.0,108.74,27.63,-7.9
lun,905.95,354.941,27.519,41.831,105.214,6.212,703.56,0.4059,0.4744,32.94,146.71,16.822000000000003,4.7423,1526.24,2851.6,1779.48,1234.22,3145.24,1403.22,394.84000000000003,1785.44,28.0,117.57,32.73,-6.49
din,1097.3,486.125,39.754999999999995,33.96,157.94,6.880000000000001,351.6,0.39599999999999996,0.4854999999999998,75.4,295.25,10.455,5.391,1680.0,2969.4,2103.75,1498.4499999999998,3163.0,1492.2,434.45000000000005,1803.45,13.5,90.73,39.64,13.26
total,2767.95,1609.051,87.10399999999998,93.251,395.094,15.807,1163.1599999999999,1.0614,1.5523999999999998,147.34,1116.81,33.112,13.1183,4224.74,7850.5,5498.73,3592.17,8372.24,3757.92,1177.29,4827.89,50.5,317.04,0.0,0.0
error_%,15.33,0.0,4.0,20.0,3.64,0.0,45.39,-24.19,10.89,47.34,39.6,175.93,4.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,
AAS,103.31,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Types,5,GOOD,,,,,,,,,,,,,,,,,,,,,,,
1,True,,,,,,,,,,,,,,,,,,,,,,,,
2,True,,,,,,,,,,,,,,,,,,,,,,,,
3,True,,,,,,,,,,,,,,,,,,,,,,,,
4,True,,,,,,,,,,,,,,,,,,,,,,,,
5,True,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Compos,20,GOOD,,,,,,,,,,,,,,,,,,,,,,,
101101x,6.0,,,,,,,,,,,,,,,,,,,,,,,,
012001x,1.45,,,,,,,,,,,,,,,,,,,,,,,,
011201x,1.4,,,,,,,,,,,,,,,,,,,,,,,,
192004,0.55,,,,,,,,,,,,,,,,,,,,,,,,
111101x,0.5,,,,,,,,,,,,,,,,,,,,,,,,
21205,3.0,,,,,,,,,,,,,,,,,,,,,,,,
082101x,0.4,,,,,,,,,,,,,,,,,,,,,,,,
41201,0.8,,,,,,,,,,,,,,,,,,,,,,,,
45331,1.0,,,,,,,,,,,,,,,,,,,,,,,,
44404,0.8,,,,,,,,,,,,,,,,,,,,,,,,
192017,0.02,,,,,,,,,,,,,,,,,,,,,,,,
031301x,0.75,,,,,,,,,,,,,,,,,,,,,,,,
51014,0.2,,,,,,,,,,,,,,,,,,,,,,,,
43119,0.5,,,,,,,,,,,,,,,,,,,,,,,,
52008,0.02,,,,,,,,,,,,,,,,,,,,,,,,
21204,0.25,,,,,,,,,,,,,,,,,,,,,,,,
121239,0.5,,,,,,,,,,,,,,,,,,,,,,,,
45201,1.0,,,,,,,,,,,,,,,,,,,,,,,,
42206,1.0,,,,,,,,,,,,,,,,,,,,,,,,
65033,2.0,,,,,,,,,,,,,,,,,,,,,,,,
