id,Energy_kcal,Water_g,Protein_g,Fat_g,CHO_g,Fiber_g,VA_ug,VB1_mg,VB2_mg,VC_mg,Ca_mg,Fe_mg,Zn_mg,Ile_mg,Leu_mg,Lys_mg,SAA_mg,AAA_mg,Thr_mg,Trp_mg,Val_mg,price,AAS,Meal_Ratio,Ratio_error
brk,974.455,631.5045,35.1,24.795499999999997,152.75,3.2,113.0,0.49500000000000005,0.635,27.0,799.5849999999999,9.84,5.16405,1825.16,3335.24,2296.7850000000003,1311.9450000000002,3518.51,1505.71,485.905,2000.615,9.5,106.79,35.25,17.5
lun,917.0999999999999,322.48,36.260000000000005,40.94,100.98,5.88,157.2,0.562,0.346,78.4,136.4,9.22,12.637000000000002,1556.8,2981.7999999999997,2332.6,1575.7999999999997,3132.2000000000003,1539.8,317.59999999999997,1820.4,21.0,87.59,33.17,-5.23
din,873.225,685.6405,20.126999999999995,27.650500000000005,135.227,9.296,143.18,0.3156999999999999,0.6366999999999999,88.02,323.005,16.786,4.435149999999999,901.4200000000001,1796.35,1099.665,821.5350000000001,1931.22,887.01,234.795,1066.245,16.5,99.34,31.58,-9.77
total,2764.7799999999997,1639.625,91.48700000000001,93.38600000000001,388.957,18.375999999999998,413.38,1.3727,1.6177,193.42000000000002,1258.9899999999998,35.846000000000004,22.236200000000004,4283.38,8113.389999999999,5729.05,3709.2799999999997,8581.93,3932.5200000000004,1038.3,4887.26,47.0,293.72,0.0,0.0
error_%,15.2,0.0,4.0,20.0,1.82,0.0,-48.33,-1.95,15.55,93.42,57.37,198.72,77.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,
AAS,97.54,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Types,5,GOOD,,,,,,,,,,,,,,,,,,,,,,,
1,True,,,,,,,,,,,,,,,,,,,,,,,,
2,True,,,,,,,,,,,,,,,,,,,,,,,,
3,True,,,,,,,,,,,,,,,,,,,,,,,,
4,True,,,,,,,,,,,,,,,,,,,,,,,,
5,True,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Compos,22,GOOD,,,,,,,,,,,,,,,,,,,,,,,
101101x,6.0,,,,,,,,,,,,,,,,,,,,,,,,
012001x,0.2,,,,,,,,,,,,,,,,,,,,,,,,
011201x,2.25,,,,,,,,,,,,,,,,,,,,,,,,
192004,0.37,,,,,,,,,,,,,,,,,,,,,,,,
43213,0.4,,,,,,,,,,,,,,,,,,,,,,,,
91112,0.8,,,,,,,,,,,,,,,,,,,,,,,,
081111x,0.44999999999999996,,,,,,,,,,,,,,,,,,,,,,,,
045101x,0.5,,,,,,,,,,,,,,,,,,,,,,,,
21101,1.0,,,,,,,,,,,,,,,,,,,,,,,,
45331,1.0,,,,,,,,,,,,,,,,,,,,,,,,
192017,0.06,,,,,,,,,,,,,,,,,,,,,,,,
52004,0.25,,,,,,,,,,,,,,,,,,,,,,,,
031301x,0.5,,,,,,,,,,,,,,,,,,,,,,,,
31509,0.5,,,,,,,,,,,,,,,,,,,,,,,,
51014,0.2,,,,,,,,,,,,,,,,,,,,,,,,
52008,0.06,,,,,,,,,,,,,,,,,,,,,,,,
41101,1.5,,,,,,,,,,,,,,,,,,,,,,,,
21204,0.25,,,,,,,,,,,,,,,,,,,,,,,,
45201,1.0,,,,,,,,,,,,,,,,,,,,,,,,
44106,1.0,,,,,,,,,,,,,,,,,,,,,,,,
45119,0.2,,,,,,,,,,,,,,,,,,,,,,,,
65033,4.0,,,,,,,,,,,,,,,,,,,,,,,,
