id,Energy_kcal,Water_g,Protein_g,Fat_g,CHO_g,Fiber_g,VA_ug,VB1_mg,VB2_mg,VC_mg,Ca_mg,Fe_mg,Zn_mg,Ile_mg,Leu_mg,Lys_mg,SAA_mg,AAA_mg,Thr_mg,Trp_mg,Val_mg,price,AAS,Meal_Ratio,Ratio_error
brk,586.0,219.29000000000002,24.11,13.844999999999999,91.235,3.3200000000000003,202.35,0.41450000000000004,0.41999999999999993,0.0,279.05,6.865,3.4125000000000005,1162.0,1871.5,1285.0,1066.5,2400.0,994.5,332.0,1253.0,6.5,96.9,29.62,-1.27
lun,587.9,281.802,25.458,22.702000000000005,70.408,3.824,399.52,0.3218,0.26780000000000004,51.58,118.42,7.474,10.4176,1222.1799999999998,2290.4,1868.26,1177.1399999999999,2433.6800000000003,1233.6399999999999,299.38,1488.58,15.0,116.94,29.71,-15.11
din,804.75,400.86,25.109999999999996,12.815,147.745,5.1450000000000005,73.65,0.562,0.2415,99.1,73.55,7.35,6.1245,1074.25,2161.4500000000003,1103.1499999999999,1236.45,2432.45,1012.3,249.75,1300.5,11.0,79.88,40.67,16.2
total,1978.65,901.952,74.678,49.362,309.38800000000003,12.289000000000001,675.52,1.2983,0.9293,150.68,471.02000000000004,21.689,19.954600000000003,3458.43,6323.35,4256.41,3480.09,7266.13,3240.4399999999996,881.13,4042.08,32.5,293.72,0.0,0.0
error_%,-17.56,0.0,20.0,-12.0,14.55,0.0,-15.56,-7.26,-33.62,50.68,-41.12,80.74,59.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,
AAS,98.01,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Types,5,GOOD,,,,,,,,,,,,,,,,,,,,,,,
1,True,,,,,,,,,,,,,,,,,,,,,,,,
2,True,,,,,,,,,,,,,,,,,,,,,,,,
3,True,,,,,,,,,,,,,,,,,,,,,,,,
4,True,,,,,,,,,,,,,,,,,,,,,,,,
5,True,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Compos,17,GOOD,,,,,,,,,,,,,,,,,,,,,,,
101101x,2.0,,,,,,,,,,,,,,,,,,,,,,,,
31101,0.1,,,,,,,,,,,,,,,,,,,,,,,,
15101,0.44999999999999996,,,,,,,,,,,,,,,,,,,,,,,,
011201x,2.5,,,,,,,,,,,,,,,,,,,,,,,,
192004,0.15000000000000002,,,,,,,,,,,,,,,,,,,,,,,,
111101x,0.5,,,,,,,,,,,,,,,,,,,,,,,,
91112,1.05,,,,,,,,,,,,,,,,,,,,,,,,
41201,0.55,,,,,,,,,,,,,,,,,,,,,,,,
21101,1.0,,,,,,,,,,,,,,,,,,,,,,,,
192017,0.04,,,,,,,,,,,,,,,,,,,,,,,,
72004,0.05,,,,,,,,,,,,,,,,,,,,,,,,
063101x,3.0,,,,,,,,,,,,,,,,,,,,,,,,
52008,0.04,,,,,,,,,,,,,,,,,,,,,,,,
41101,1.0,,,,,,,,,,,,,,,,,,,,,,,,
21204,0.1,,,,,,,,,,,,,,,,,,,,,,,,
43208,0.05,,,,,,,,,,,,,,,,,,,,,,,,
64301,1.0,,,,,,,,,,,,,,,,,,,,,,,,
