id,Energy_kcal,Water_g,Protein_g,Fat_g,CHO_g,Fiber_g,VA_ug,VB1_mg,VB2_mg,VC_mg,Ca_mg,Fe_mg,Zn_mg,Ile_mg,Leu_mg,Lys_mg,SAA_mg,AAA_mg,Thr_mg,Trp_mg,Val_mg,price,AAS,Meal_Ratio,Ratio_error
brk,776.98,533.01,34.73,30.346000000000004,91.054,6.24,140.8,0.38299999999999995,0.448,65.6,380.21999999999997,14.474,7.2936,1476.42,2845.8,2090.1000000000004,1261.1,3195.8,1413.1999999999998,424.90000000000003,1749.3,14.5,100.74,35.49,18.3
lun,722.25,171.055,27.019999999999996,11.305000000000001,128.12,4.4,368.2,0.54,0.211,33.5,74.75,7.21,7.234500000000001,1230.9,2436.6,1388.65,1295.05,2652.9,1141.9,298.45,1485.35,8.0,93.44,32.99,-5.74
din,690.075,170.0475,19.799999999999997,10.102500000000003,130.005,4.785,134.85000000000002,0.5355000000000001,0.186,66.75,68.175,6.87,3.11325,860.5500000000001,1765.95,679.425,983.625,1989.45,739.5,221.47500000000002,1048.725,7.5,62.39,31.52,-9.94
total,2189.3050000000003,874.1125000000001,81.54999999999998,51.7535,349.179,15.425,643.85,1.4585000000000001,0.845,165.85,523.145,28.554000000000002,17.64135,3567.8700000000003,7048.349999999999,4158.175,3539.7749999999996,7838.150000000001,3294.6,944.825,4283.375,30.0,256.57,0.0,0.0
error_%,-8.78,0.0,20.0,-16.0,16.36,0.0,-19.52,4.18,-39.64,65.85,-34.61,137.95,41.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,
AAS,89.01,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Types,5,GOOD,,,,,,,,,,,,,,,,,,,,,,,
1,True,,,,,,,,,,,,,,,,,,,,,,,,
2,True,,,,,,,,,,,,,,,,,,,,,,,,
3,True,,,,,,,,,,,,,,,,,,,,,,,,
4,True,,,,,,,,,,,,,,,,,,,,,,,,
5,True,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Compos,14,GOOD,,,,,,,,,,,,,,,,,,,,,,,
012001x,0.1,,,,,,,,,,,,,,,,,,,,,,,,
011201x,3.5,,,,,,,,,,,,,,,,,,,,,,,,
192004,0.20500000000000002,,,,,,,,,,,,,,,,,,,,,,,,
21205,2.0,,,,,,,,,,,,,,,,,,,,,,,,
43213,0.2,,,,,,,,,,,,,,,,,,,,,,,,
91112,0.8,,,,,,,,,,,,,,,,,,,,,,,,
41201,0.65,,,,,,,,,,,,,,,,,,,,,,,,
21101,2.2,,,,,,,,,,,,,,,,,,,,,,,,
45331,1.0,,,,,,,,,,,,,,,,,,,,,,,,
192017,0.02,,,,,,,,,,,,,,,,,,,,,,,,
031301x,1.5,,,,,,,,,,,,,,,,,,,,,,,,
72004,0.2,,,,,,,,,,,,,,,,,,,,,,,,
64101,1.0,,,,,,,,,,,,,,,,,,,,,,,,
43123,0.44999999999999996,,,,,,,,,,,,,,,,,,,,,,,,
