id,Energy_kcal,Water_g,Protein_g,Fat_g,CHO_g,Fiber_g,VA_ug,VB1_mg,VB2_mg,VC_mg,Ca_mg,Fe_mg,Zn_mg,Ile_mg,Leu_mg,Lys_mg,SAA_mg,AAA_mg,Thr_mg,Trp_mg,Val_mg,price,AAS,Meal_Ratio,Ratio_error
brk,779.635,491.88650000000007,27.939999999999998,22.233500000000003,116.82,2.07,225.3,0.29300000000000004,0.507,18.3,596.045,7.700000000000001,4.27285,1488.52,2470.2799999999997,1846.2450000000001,929.065,2667.4700000000003,1182.37,387.585,1555.655,9.0,95.01,33.85,12.83
lun,841.8,127.155,21.15,33.54,113.775,2.91,56.699999999999996,0.4005,0.3404999999999997,4.5,71.85,11.58,3.105,865.2,1753.5,998.25,940.6500000000001,1907.1,761.0999999999999,171.14999999999998,1013.5500000000001,7.5,80.92,36.55,4.43
din,681.45,528.5749999999999,25.029999999999998,13.72,114.11,8.275,69.5,0.35799999999999993,0.4965,97.5,229.05,13.365000000000002,3.9855,1003.9000000000001,1788.85,1510.15,524.3,1030.65,1143.9,1071.7,1160.1,9.0,59.85,29.59,-15.46
total,2302.885,1147.6165,74.11999999999999,69.4935,344.705,13.255,351.5,1.0514999999999999,1.3439999999999996,120.3,896.9449999999999,32.645,11.36335,3357.6200000000003,6012.629999999999,4354.645,2394.0150000000003,5605.219999999999,3087.37,1630.435,3729.305,25.5,235.78,0.0,0.0
error_%,-4.05,0.0,4.0,8.0,9.09,0.0,-56.06,-24.89,-4.0,20.3,12.12,172.04,-9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,
AAS,79.12,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Types,5,GOOD,,,,,,,,,,,,,,,,,,,,,,,
1,True,,,,,,,,,,,,,,,,,,,,,,,,
2,True,,,,,,,,,,,,,,,,,,,,,,,,
3,True,,,,,,,,,,,,,,,,,,,,,,,,
4,True,,,,,,,,,,,,,,,,,,,,,,,,
5,True,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Compos,16,GOOD,,,,,,,,,,,,,,,,,,,,,,,
101101x,4.0,,,,,,,,,,,,,,,,,,,,,,,,
012001x,1.35,,,,,,,,,,,,,,,,,,,,,,,,
011201x,0.95,,,,,,,,,,,,,,,,,,,,,,,,
192004,0.265,,,,,,,,,,,,,,,,,,,,,,,,
111101x,0.2,,,,,,,,,,,,,,,,,,,,,,,,
43213,0.6000000000000001,,,,,,,,,,,,,,,,,,,,,,,,
081111x,0.6,,,,,,,,,,,,,,,,,,,,,,,,
045101x,0.5,,,,,,,,,,,,,,,,,,,,,,,,
21101,0.5,,,,,,,,,,,,,,,,,,,,,,,,
45331,0.8999999999999999,,,,,,,,,,,,,,,,,,,,,,,,
52004,0.25,,,,,,,,,,,,,,,,,,,,,,,,
031301x,0.5,,,,,,,,,,,,,,,,,,,,,,,,
31509,0.5,,,,,,,,,,,,,,,,,,,,,,,,
063101x,2.0,,,,,,,,,,,,,,,,,,,,,,,,
42118,0.5,,,,,,,,,,,,,,,,,,,,,,,,
65033,3.0,,,,,,,,,,,,,,,,,,,,,,,,
