id,Energy_kcal,Water_g,Protein_g,Fat_g,CHO_g,Fiber_g,VA_ug,VB1_mg,VB2_mg,VC_mg,Ca_mg,Fe_mg,Zn_mg,Ile_mg,Leu_mg,Lys_mg,SAA_mg,AAA_mg,Thr_mg,Trp_mg,Val_mg,price,AAS,Meal_Ratio,Ratio_error
brk,652.285,115.3115,24.330000000000002,17.503500000000003,99.35499999999999,2.63,40.6,0.46699999999999997,0.1475,1.6,162.295,6.555,3.88935,1005.32,2085.48,1216.895,972.815,2309.77,954.6700000000001,231.03500000000003,1142.105,9.5,90.94,27.37,-8.77
lun,905.7250000000001,814.6705000000002,25.222,43.13550000000001,103.382,8.520999999999999,320.92999999999995,0.5912000000000001,0.7547,198.82,395.555,12.211000000000002,12.05465,1097.3700000000001,1975.4999999999998,1359.665,1012.385,2166.8199999999997,1015.31,287.295,1346.195,22.5,98.01,38.0,8.57
din,825.375,247.0575,32.129999999999995,15.832500000000003,138.555,5.025,552.3,0.6000000000000001,0.2565,50.25,88.875,8.19,9.621750000000002,1471.35,2859.9,1820.475,1500.075,3101.85,1397.85,365.17499999999995,1785.525,10.5,103.02,34.63,-1.06
total,2383.385,1177.0395000000003,81.682,76.47150000000002,341.29200000000003,16.176000000000002,913.8299999999999,1.6582000000000001,1.1587,250.67,646.725,26.956000000000003,25.56575,3574.04,6920.879999999999,4397.035,3485.275,7578.4400000000005,3367.83,883.505,4273.825000000001,42.5,291.96999999999997,0.0,0.0
error_%,-0.69,0.0,12.0,16.0,3.64,0.0,14.23,18.44,-17.24,150.67,-19.16,124.63,104.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,
AAS,97.87,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Types,5,GOOD,,,,,,,,,,,,,,,,,,,,,,,
1,True,,,,,,,,,,,,,,,,,,,,,,,,
2,True,,,,,,,,,,,,,,,,,,,,,,,,
3,True,,,,,,,,,,,,,,,,,,,,,,,,
4,True,,,,,,,,,,,,,,,,,,,,,,,,
5,True,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Compos,19,GOOD,,,,,,,,,,,,,,,,,,,,,,,
012001x,0.4,,,,,,,,,,,,,,,,,,,,,,,,
011201x,2.9,,,,,,,,,,,,,,,,,,,,,,,,
192004,0.465,,,,,,,,,,,,,,,,,,,,,,,,
43213,0.2,,,,,,,,,,,,,,,,,,,,,,,,
081110x,0.25,,,,,,,,,,,,,,,,,,,,,,,,
91112,0.8,,,,,,,,,,,,,,,,,,,,,,,,
081111x,0.15,,,,,,,,,,,,,,,,,,,,,,,,
045101x,2.25,,,,,,,,,,,,,,,,,,,,,,,,
41201,1.0,,,,,,,,,,,,,,,,,,,,,,,,
21101,3.2,,,,,,,,,,,,,,,,,,,,,,,,
192017,0.06,,,,,,,,,,,,,,,,,,,,,,,,
52004,1.2000000000000002,,,,,,,,,,,,,,,,,,,,,,,,
031301x,0.75,,,,,,,,,,,,,,,,,,,,,,,,
52008,0.06,,,,,,,,,,,,,,,,,,,,,,,,
41101,1.5,,,,,,,,,,,,,,,,,,,,,,,,
21204,0.15000000000000002,,,,,,,,,,,,,,,,,,,,,,,,
43123,0.15000000000000002,,,,,,,,,,,,,,,,,,,,,,,,
043101x,1.2000000000000002,,,,,,,,,,,,,,,,,,,,,,,,
51051,0.4,,,,,,,,,,,,,,,,,,,,,,,,
