id,Energy_kcal,Water_g,Protein_g,Fat_g,CHO_g,Fiber_g,VA_ug,VB1_mg,VB2_mg,VC_mg,Ca_mg,Fe_mg,Zn_mg,Ile_mg,Leu_mg,Lys_mg,SAA_mg,AAA_mg,Thr_mg,Trp_mg,Val_mg,price,half
brk_1,0.310598111227702,1.0,0.22660098522167485,0.3020496224379719,0.31594064145524176,0.0,0.045425867507886436,0.10178117048346055,0.3782505910165485,0.0,0.9900990099009899,0.04786062984588878,0.12154260561066947,0.30805073776857367,0.39432668329177056,0.3711009472611796,0.24196597353497162,0.32766657526734305,0.27569752800053016,0.08035231399211928,0.3188439041174446,1.5,False
brk_2,0.1888772298006296,0.6272215639810426,0.1539408866995074,0.18203883495145629,0.1854954523695548,0.0,0.04100946372239748,0.09541984732824427,0.44326241134751776,0.026041666666666668,0.722968336437604,0.02393031492294439,0.10881348137441693,0.1795884027957546,0.1977478179551122,0.17666312617865734,0.0315059861373661,0.17223060049355635,0.1557425939426072,0.04893249890545726,0.17347172840922123,1.5,False
brk_3,0.07534102833158447,0.006042654028436019,0.1729064039408867,0.08629989212513484,0.029679272379128773,0.2391975308641975,0.004668769716088328,0.10432569974554708,0.047281323877068564,0.0,0.09361827271836093,0.039245716473628796,0.07571775836016031,0.1617913538700492,0.18469451371571072,0.17254459931068866,0.09829867674858221,0.21867288182067454,0.1577307972695341,0.04635710422622267,0.13074893909852045,1.5,False
brk_4,0.10891920251836307,0.01181872037914692,0.054679802955665026,0.006472491909385112,0.18477740545715654,0.016203703703703703,0.0,0.04198473282442748,0.01773049645390071,0.0,0.009557886481717476,0.016511917296831626,0.04188292490637934,0.05630339114677712,0.05961658354114713,0.024711161207812193,0.06238185255198487,0.06169454346037839,0.0377758632116111,0.009271420845244533,0.05505218488358756,0.5,False
brk_5,0.11269674711437566,0.010308056872037914,0.0665024630541872,0.025080906148867304,0.1759214935375778,0.037037037037037035,0.003217665615141956,0.12595419847328243,0.03546099290780142,0.0,0.030144103519262812,0.036613381832104906,0.046071217397017285,0.0815428423505048,0.015196384039900248,0.018208224047861616,0.10775047258979205,0.09665478475459281,0.0695871164424415,0.018542841690489066,0.08257827732538134,0.5,False
brk_6,0.18153200419727178,0.019697867298578198,0.09113300492610837,0.010787486515641855,0.3079623424285942,0.027006172839506168,0.0,0.06997455470737914,0.02955082742316785,0.0,0.015929810802862463,0.027519862161386043,0.06980487484396557,0.09383898524462854,0.09936097256857855,0.04118526867968699,0.10396975425330811,0.10282423910063065,0.06295977201935184,0.015452368075407556,0.09175364147264593,0.5,False
brk_7,0.36096537250786986,0.03761848341232227,0.27586206896551724,0.04045307443365695,0.5704483804052976,0.16203703703703703,0.0,0.356234096692112,0.09456264775413713,0.0,0.07597294382903635,0.08375610223030536,0.13468234675776886,0.3235827077400984,0.4130299251870324,0.1517352003988468,0.3717706364209199,0.40101453249245955,0.278348465769766,0.05665868294316104,0.3383415529303819,1.0,False
brk_8,0.36096537250786986,0.03761848341232227,0.27586206896551724,0.04045307443365695,0.5704483804052976,0.16203703703703703,0.0,0.356234096692112,0.09456264775413713,0.0,0.07597294382903635,0.08375610223030536,0.13468234675776886,0.3235827077400984,0.4130299251870324,0.1517352003988468,0.3717706364209199,0.40101453249245955,0.278348465769766,0.05665868294316104,0.3383415529303819,1.0,False
brk_9,0.5496327387198321,0.037677725118483406,0.27586206896551724,0.5792880258899676,0.5704483804052976,0.16203703703703703,0.0,0.356234096692112,0.09456264775413713,0.0,0.08234486815018134,0.09332822819948311,0.15258524407069182,0.3297954957287083,0.418640897755611,0.15806472590119872,0.3744171392564587,0.40636139292569234,0.2833852475313142,0.05758582502768549,0.3437320793668998,1.5,False
brk_10,0.14480587618048268,0.22452606635071087,0.31280788177339897,0.24271844660194172,0.011967448539971278,0.0,0.19558359621451105,0.11450381679389313,0.36643026004728135,0.0,0.11763552592883049,0.04786062984588878,0.0903357203863084,0.4659590991457417,0.4208229426433915,0.36416448095723236,0.30875866414618774,0.40786948176583493,0.39764066538538007,0.1030157871693837,0.401422181442826,1.0,False
brk_11,0.3334732423924449,0.224585308056872,0.31280788177339897,0.7815533980582524,0.011967448539971278,0.0,0.19558359621451105,0.11450381679389313,0.36643026004728135,0.0,0.12400745024997548,0.05743275581506653,0.10823861769923133,0.4721718871343516,0.4264339152119701,0.37049400645958425,0.3114051669817265,0.4132163421990677,0.4026774471469282,0.10394292925390816,0.4068127078793439,1.5,False
brk_12,0.11542497376705142,0.5047393364928909,0.04433497536945813,0.005393743257820927,0.20105313547151746,0.12345679012345678,0.0,0.07633587786259541,0.07092198581560284,0.2708333333333333,0.10293108518772667,0.028716377907533265,0.0,0.07507118819570283,0.07325436408977556,0.07109877961545964,0.05671077504725897,0.08225939128050452,0.06759891311551461,0.029874578279121274,0.09978208510150245,1.0,False
brk_13,0.08184679958027283,0.11866113744075829,0.043349753694581286,0.005393743257820927,0.13754587521940323,0.035493827160493825,0.037350157728706625,0.043256997455470736,0.030732860520094562,0.03333333333333333,0.022056661111655714,0.01483679525222552,0.03252085933907102,0.042454051255500905,0.043017456359102244,0.02080939891184185,0.04461247637051039,0.046476556073485054,0.030220690569288885,0.008241262973550696,0.04266544328478036,0.5,False
brk_14,0.5524658971668416,0.1353080568720379,0.4706896551724138,0.6548004314994607,0.4623424285942237,0.12962962962962962,0.0138801261829653,0.628498727735369,0.1347517730496454,0.0,0.07450249975492597,0.11247248013783864,0.2484232310623481,0.49158684959875754,0.6458073566084788,0.49404981249864516,0.4575929426591052,0.6106388812722786,0.5325733978394857,0.061706456514460835,0.49111136598233734,6.0,False
brk_15,0.5954879328436516,0.20115521327014219,0.6561576354679803,0.5126752966558792,0.5787458113930111,0.16203703703703703,0.024227129337539437,0.4071246819338422,0.17966903073286053,0.0,0.09680423487893342,0.11534411792859195,0.8400400762104987,0.7874708775563034,0.9208229426433914,0.7653089978973836,0.7965343415248896,0.8396627364957501,0.7898469083438265,0.12305235777382884,0.8135680697327674,6.0,False
brk_16,0.6139559286463797,0.3209123222748815,0.46133004926108373,0.6402373247033439,0.5912717408648476,0.2299382716049383,0.06031545741324921,0.6030534351145037,0.23404255319148937,0.3,0.29850014704440736,0.13783861395615968,0.24793049076933185,0.4941755112606783,0.6334943890274315,0.4087312769600936,0.4780088216761184,0.6041952289553058,0.4933395188547948,0.07633469829251334,0.5016630347516916,6.0,False
brk_17,0.4123819517313746,0.2267772511848341,0.26059113300492603,0.5922330097087378,0.3058082016913994,0.1087962962962963,0.015899053627760253,0.30788804071246817,0.1536643026004728,0.29375,0.1470444074110381,0.06532975973963819,0.11201629327902239,0.28099922340150146,0.3577774314214464,0.24836884659571237,0.29609325771896655,0.32944886207842067,0.27728809066207166,0.04270004378170955,0.2967656841380892,2.0,False
brk_18,0.4167890870933893,0.11205568720379147,0.23201970443349754,0.6324163969795037,0.297510770703686,0.09799382716049382,0.08794952681388013,0.19592875318066158,0.08037825059101655,0.027083333333333334,0.06396431722380158,0.07155164161960373,0.1497930490769332,0.31025110018120633,0.3759351620947631,0.2745106539787137,0.25734089477000627,0.3454208938853852,0.3112200941082908,0.05088979886167555,0.3211377451542608,2.0,False
brk_19,0.42172088142707237,0.17665876777251183,0.4009852216748769,0.49892125134843573,0.33979575554491787,0.08101851851851852,0.07949526813880126,0.356234096692112,0.3971631205673759,0.0,0.09704930889128516,0.10888293289939696,0.21820182642401945,0.5739062904478385,0.620791770573566,0.5194979732512518,0.4266540642722117,0.581573896353167,0.5605407913049241,0.10090396353241134,0.5526436517949306,3.0,False
brk_20,0.37639034627492135,0.3412618483412322,0.28472906403940884,0.38807982740021574,0.36460826551779163,0.11882716049382716,0.08138801261829653,0.2900763358778626,0.23167848699763596,0.28125,0.10023527105185764,0.07657700775342205,0.12934432691675976,0.3564587108464924,0.3729738154613466,0.2450740251013374,0.3018903591682419,0.36735673156018644,0.3067134999005898,0.07927064822684077,0.3484917995182934,2.5,False
