id,Energy_kcal,Water_g,Protein_g,Fat_g,CHO_g,Fiber_g,VA_ug,VB1_mg,VB2_mg,VC_mg,Ca_mg,Fe_mg,Zn_mg,Ile_mg,Leu_mg,Lys_mg,SAA_mg,AAA_mg,Thr_mg,Trp_mg,Val_mg,price,AAS,Meal_Ratio,Ratio_error
brk,551.9,20.069999999999997,20.309999999999995,3.85,109.11,4.7,3.7,0.461,0.13999999999999999,0.0,65.6,6.07,2.921,875.0,1827.0,724.0,963.0,2074.0,749.0,210.0,999.0,4.5,64.81,29.72,-0.93
lun,606.625,279.645,15.27,22.865000000000002,84.9075,4.7375,305.175,0.27299999999999996,0.19774999999999998,44.675,75.5,5.0025,2.8265,693.85,1367.1,979.1500000000001,576.825,1424.1000000000001,716.625,150.625,816.9250000000001,17.5,98.64,32.66,-6.69
din,698.7850000000001,238.24149999999997,25.264999999999997,26.058500000000002,90.7,2.7849999999999997,193.5,0.3995000000000001,0.32900000000000007,40.5,187.795,6.830000000000001,3.63635,1154.4199999999998,2081.88,1286.545,981.4650000000001,2343.87,1004.77,335.985,1277.255,9.0,92.59,37.62,7.49
total,1857.3100000000002,537.9565,60.845,52.773500000000006,284.7175,12.2225,502.375,1.1335000000000002,0.6667500000000001,85.175,328.895,17.902500000000003,9.383849999999999,2723.2699999999995,5275.98,2989.695,2521.29,5841.97,2470.395,696.61,3093.1800000000003,31.0,256.03999999999996,0.0,0.0
error_%,-2.25,0.0,4.0,4.0,10.91,0.0,-28.23,-5.54,-44.44,-14.83,-58.89,-10.49,25.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,
AAS,84.84,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Types,5,GOOD,,,,,,,,,,,,,,,,,,,,,,,
1,True,,,,,,,,,,,,,,,,,,,,,,,,
2,True,,,,,,,,,,,,,,,,,,,,,,,,
3,True,,,,,,,,,,,,,,,,,,,,,,,,
4,True,,,,,,,,,,,,,,,,,,,,,,,,
5,True,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Compos,13,GOOD,,,,,,,,,,,,,,,,,,,,,,,
31101,0.1,,,,,,,,,,,,,,,,,,,,,,,,
012001x,0.25,,,,,,,,,,,,,,,,,,,,,,,,
011201x,2.6,,,,,,,,,,,,,,,,,,,,,,,,
192004,0.31500000000000006,,,,,,,,,,,,,,,,,,,,,,,,
111101x,0.6000000000000001,,,,,,,,,,,,,,,,,,,,,,,,
082101x,0.2,,,,,,,,,,,,,,,,,,,,,,,,
41201,0.4,,,,,,,,,,,,,,,,,,,,,,,,
21101,1.625,,,,,,,,,,,,,,,,,,,,,,,,
031301x,0.75,,,,,,,,,,,,,,,,,,,,,,,,
51014,0.1,,,,,,,,,,,,,,,,,,,,,,,,
45201,0.5,,,,,,,,,,,,,,,,,,,,,,,,
81114,0.125,,,,,,,,,,,,,,,,,,,,,,,,
65033,2.0,,,,,,,,,,,,,,,,,,,,,,,,
