id,Energy_kcal,Water_g,Protein_g,Fat_g,CHO_g,Fiber_g,VA_ug,VB1_mg,VB2_mg,VC_mg,Ca_mg,Fe_mg,Zn_mg,Ile_mg,Leu_mg,Lys_mg,SAA_mg,AAA_mg,Thr_mg,Trp_mg,Val_mg,price,AAS,Meal_Ratio,Ratio_error
brk,664.22,385.80300000000005,28.115000000000002,19.537000000000003,93.81500000000001,5.699999999999999,79.2,0.49100000000000005,0.21300000000000002,15.2,344.59,9.73,4.2812,1575.8400000000001,2297.26,1804.99,667.53,2673.74,1287.54,322.17,1521.01,12.0,67.84,32.9,9.67
lun,666.5999999999999,314.73,21.275000000000002,42.46000000000001,49.73,3.6849999999999996,303.1,0.49000000000000005,0.34,143.0,62.699999999999996,6.265000000000001,3.304,942.4000000000001,1801.2,1621.75,804.45,1967.2,1008.1999999999999,216.55,1095.75,16.5,101.79,33.02,-5.66
din,688.0,25.4,22.4,3.0,143.0,4.2,0.0,0.56,0.16,0.0,62.0,7.0,3.28,1000.0,2120.0,700.0,1180.0,2340.0,840.0,220.0,1180.0,4.0,56.82,34.08,-2.63
total,2018.82,725.9330000000001,71.78999999999999,64.99700000000001,286.545,13.584999999999997,382.3,1.5410000000000001,0.7130000000000001,158.2,469.28999999999996,22.995,10.8652,3518.2400000000002,6218.46,4126.74,2651.98,6980.94,3135.74,758.72,3796.76,32.5,226.45,0.0,0.0
error_%,6.25,0.0,12.0,16.0,3.64,0.0,-45.39,28.42,-40.58,58.2,-41.34,14.98,44.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,
AAS,74.46,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Types,5,GOOD,,,,,,,,,,,,,,,,,,,,,,,
1,True,,,,,,,,,,,,,,,,,,,,,,,,
2,True,,,,,,,,,,,,,,,,,,,,,,,,
3,True,,,,,,,,,,,,,,,,,,,,,,,,
4,True,,,,,,,,,,,,,,,,,,,,,,,,
5,True,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Compos,13,GOOD,,,,,,,,,,,,,,,,,,,,,,,
012001x,0.2,,,,,,,,,,,,,,,,,,,,,,,,
011201x,2.65,,,,,,,,,,,,,,,,,,,,,,,,
192004,0.38,,,,,,,,,,,,,,,,,,,,,,,,
111101x,0.2,,,,,,,,,,,,,,,,,,,,,,,,
43213,0.4,,,,,,,,,,,,,,,,,,,,,,,,
081110x,0.5,,,,,,,,,,,,,,,,,,,,,,,,
081111x,0.3,,,,,,,,,,,,,,,,,,,,,,,,
41201,0.2,,,,,,,,,,,,,,,,,,,,,,,,
81409,0.2,,,,,,,,,,,,,,,,,,,,,,,,
21101,1.2000000000000002,,,,,,,,,,,,,,,,,,,,,,,,
31509,1.0,,,,,,,,,,,,,,,,,,,,,,,,
061101x,3.0,,,,,,,,,,,,,,,,,,,,,,,,
43123,1.5,,,,,,,,,,,,,,,,,,,,,,,,
